Code1 	 Code2 	 Name 	 #Developers 	 #Commits 	 #Languages
RW	RWA	rwanda	667	50401	:62,Vim script:8,Objective-C:15,Jupyter Notebook:187,C#:52,XML:6,Perl:2,C++:88,Go:177,Makefile:16,Python:907,Hack:4,Elixir:2,Rich Text Format:2,CMake:4,Ruby:164,R:52,Shell:55,XSLT:2,HTML:1224,M:2,Eagle:2,Erlang:2,Tcl:4,Groovy:8,PHP:503,MATLAB:6,CSS:451,Julia:1,JavaScript:2310,Lua:4,C:78,Emacs Lisp:8,SQLPL:2,Processing:2,Haskell:2,VHDL:1,Visual Basic:16,Verilog:1,Java:564,Assembly:6,Dart:51,PowerShell:4,TSQL:4,Vue:30,Rust:8,CoffeeScript:8,Dockerfile:14,Batchfile:2,Pascal:5,Swift:43,TypeScript:279,Arduino:9,G-code:2,Kotlin:48,Puppet:2,ApacheConf:2
SA	SAU	saudi arabia	1835	97020	:162,Vim script:28,Ballerina:1,Common Lisp:2,ColdFusion:1,XML:2,Scala:17,C++:373,Go:226,R:71,Hack:4,NetLogo:6,Clojure:6,CMake:7,XSLT:6,Groff:1,Elm:2,PLpgSQL:11,Erlang:2,QML:11,Tcl:2,Groovy:5,Pascal:6,TeX:39,Haxe:2,JavaScript:3800,D:5,LilyPond:2,P4:6,Fortran:40,VCL:1,Processing:8,DIGITAL Command Language:2,Visual Basic:34,Verilog:6,Java:1973,GLSL:4,Dart:192,PowerShell:68,OpenEdge ABL:2,Swift:831,AutoIt:2,Perl:15,Cirru:2,ApacheConf:2,IDL:2,Objective-C:185,Smarty:9,Jupyter Notebook:722,Inno Setup:1,Standard ML:2,C#:467,Gosu:2,Cuda:12,Makefile:25,Python:2493,Racket:2,Elixir:36,Ruby:382,Roff:3,Shell:210,Eagle:6,Vue:77,PHP:958,MATLAB:91,CSS:972,Julia:36,Prolog:6,Mathematica:6,HCL:3,C:247,Emacs Lisp:15,OCaml:2,Lasso:4,Haskell:2,HTML:1728,Assembly:29,FreeMarker:3,Kotlin:87,Game Maker Language:2,TSQL:3,ASP:15,Rust:13,CoffeeScript:15,Dockerfile:20,Lua:17,PLSQL:4,TypeScript:357,Arduino:1,Batchfile:15
SB	SLB	solomon islands	17	877	:1,CSS:12,Python:22,JavaScript:72,Objective-C:2,CoffeeScript:4,Ruby:4,C:9,C#:4,Shell:2,C++:2,HTML:7,TypeScript:10,Kotlin:2,Java:19,PHP:22
SC	SYC	seychelles	41	1739	:8,CSS:19,TeX:7,JavaScript:93,Jupyter Notebook:7,C:12,C#:26,Haskell:2,Pawn:4,Java:6,C++:7,Go:2,Dart:6,Python:36,Logos:2,CoffeeScript:2,Ruby:10,R:6,Swift:2,HTML:30,TypeScript:8,PHP:13
SD	SDN	sudan	341	16756	:36,PHP:325,Objective-C:8,Jupyter Notebook:117,Scheme:2,C#:47,Ruby:38,Scala:1,C++:51,Go:37,Makefile:7,Python:389,Hack:4,Rich Text Format:2,Smali:2,R:9,Shell:56,XSLT:2,Java:430,Erlang:4,Vue:40,Perl:2,Dockerfile:2,MATLAB:24,CSS:177,TeX:8,Prolog:6,JavaScript:643,HCL:2,Lua:4,C:34,OCaml:4,Visual Basic:10,HTML:274,Assembly:7,Dart:124,PowerShell:1,TSQL:2,J:2,Rust:2,CoffeeScript:2,Pascal:6,Swift:5,AutoIt:2,TypeScript:106,Kotlin:47,Puppet:4,Component Pascal:1
SE	SWE	sweden	24967	2951178	:2004,Vim script:1946,Haxe:190,PigLatin:4,C#:16470,Rich Text Format:13,Handlebars:4,Stan:3,Crystal:99,COBOL:16,DIGITAL Command Language:24,GDB:2,Slash:3,GDScript:176,Scala:1792,LabVIEW:7,Go:7817,Scilab:19,Parrot:2,KiCad Layout:58,Hack:28,QMake:6,PLpgSQL:68,D:294,nesC:8,Nginx:51,CartoCSS:6,PureBasic:6,XS:4,AutoHotkey:108,Brainfuck:10,NewLisp:2,Inform 7:10,Lua:1866,NCL:1,Hy:4,Liquid:27,Fortran:137,Limbo:3,VCL:6,Eagle:124,Squirrel:18,Visual Basic:123,SQL:2,Java:24813,Dart:456,Forth:15,PowerShell:1423,Game Maker Language:46,P4:4,OpenEdge ABL:31,Swift:3262,Jasmin:2,AutoIt:13,G-code:4,Kotlin:1296,Mask:4,IDL:16,XQuery:8,Objective-C:2747,Xtend:18,Scheme:177,Inno Setup:2,Standard ML:48,Cycript:2,Agda:95,Pawn:26,GCC Machine Description:12,UnrealScript:5,Lex:8,Idris:18,Python:28980,LilyPond:12,Racket:62,Ruby:7997,R:2353,XC:18,ooc:12,VHDL:113,ActionScript:175,Gherkin:29,RobotFramework:4,PHP:11210,Pure Data:6,Apex:18,ANTLR:13,Julia:547,Prolog:128,SystemVerilog:7,M:6,HCL:249,Objective-C++:51,Objective-J:35,C:11547,Emacs Lisp:1537,PureScript:45,MAXScript:9,Haskell:2189,DCPU-16 ASM:2,Protocol Buffer:18,Groff:23,Assembly:460,Red:4,OpenSCAD:106,sed:2,TSQL:62,Max:5,Dockerfile:1072,Factor:2,GAP:14,PLSQL:46,TypeScript:6603,Logos:40,Verilog:106,SuperCollider:70,PostScript:94,Puppet:170,Monkey:17,ABAP:5,Clojure:1127,OCaml:302,NSIS:13,Common Lisp:193,LSL:4,ColdFusion:5,Mercury:9,CMake:355,Gnuplot:21,LFE:8,MQL4:2,Modula-2:2,C++:13861,NetLinx:1,SQF:103,NetLogo:4,E:4,Grammatical Framework:65,mcfunction:2,Smali:4,AppleScript:62,XSLT:113,FreeMarker:18,Ren&#39;Py:1,Coq:76,Erlang:1810,QML:59,Tcl:120,Terra:2,Groovy:613,Nim:72,Nextflow:61,Smarty:190,Ragel:8,TeX:1617,JavaScript:58502,Elm:466,Mathematica:95,Nix:170,Lean:2,Zig:6,Processing:134,XML:11,HLSL:19,PicoLisp:2,Markdown:2,GLSL:105,F#:432,Self:2,Pike:25,Papyrus:10,Smalltalk:13,Io:4,SourcePawn:61,Yacc:13,Ragel in Ruby Host:2,ASP:147,SaltStack:54,Gosu:8,JSONiq:2,Bro:2,Perl 6:41,ShaderLab:106,Jupyter Notebook:2937,Stata:12,ApacheConf:60,LOLCODE:2,Vala:67,Gettext Catalog:1,Ada:129,Jsonnet:14,M4:26,Meson:12,Makefile:1106,Solidity:7,Isabelle:4,MoonScript:11,LLVM:13,Elixir:1279,LiveScript:28,Pony:2,Roff:84,Shell:10054,YASnippet:8,Cuda:62,Shen:6,Vue:1166,Dhall:2,Perl:1203,MATLAB:1029,CSS:8988,GAMS:4,Diff:1,HyPhy:2,Modelica:95,WebAssembly:18,Arduino:644,REXX:6,API Blueprint:10,SQLPL:20,Lasso:5,AGS Script:11,HTML:14923,Dogescript:3,AMPL:26,Uno:3,Rascal:4,J:4,Awk:18,Rust:2869,RAML:7,CoffeeScript:1035,Pascal:99,CLIPS:3,Web Ontology Language:17,Nu:2,Component Pascal:8,DM:42,Batchfile:136,APL:4,BitBake:78
SG	SGP	singapore	14933	2541036	:988,Elixir:529,Vim script:969,Ballerina:8,PigLatin:2,LiveScript:4,MQL4:60,Crystal:35,DIGITAL Command Language:33,GDScript:9,BlitzBasic:2,Scala:1767,Haxe:44,Go:5695,OpenSCAD:28,Max:7,Logos:10,Clojure:468,PLpgSQL:64,D:17,nesC:8,Nginx:16,CartoCSS:2,PureBasic:8,XS:1,Thrift:2,AutoHotkey:34,xBase:2,GDB:2,Ceylon:2,NewLisp:2,Lua:349,Liquid:13,Fortran:44,Limbo:6,VCL:2,Gherkin:14,Visual Basic:145,Coq:46,Java:21016,Dart:611,Forth:6,PowerShell:423,Game Maker Language:17,Eiffel:3,LLVM:17,OpenEdge ABL:47,Swift:3136,AutoIt:8,PHP:4485,Mirah:2,IDL:9,MQL5:18,Objective-C:2455,Smarty:159,F*:3,Scheme:42,Standard ML:19,Gosu:2,Pawn:6,GCC Machine Description:57,Idris:8,Python:27567,Racket:27,Ruby:7206,R:1818,SystemVerilog:7,X10:8,ActionScript:61,Eagle:28,SRecode Template:2,RobotFramework:6,P4:4,Pure Data:6,Apex:16,ANTLR:6,Julia:160,Prolog:40,XC:4,M:2,HCL:476,Objective-C++:47,Objective-J:2,C:4588,Emacs Lisp:328,MAXScript:3,Haskell:716,Protocol Buffer:9,Groff:21,LookML:2,Assembly:183,AngelScript:2,Kotlin:1369,Rebol:10,sed:2,TSQL:51,ChucK:5,KiCad Layout:16,Dockerfile:699,Factor:2,GAP:4,PLSQL:68,TypeScript:4261,Hack:11,Verilog:185,SuperCollider:2,PostScript:19,CLIPS:21,ABAP:4,QMake:3,SQLPL:22,NSIS:6,Common Lisp:139,ColdFusion:35,Mercury:2,V:2,Gnuplot:6,Handlebars:2,C++:7641,UrWeb:2,NetLogo:15,TLA:4,Grammatical Framework:6,CMake:152,Smali:13,AppleScript:5,XSLT:106,FreeMarker:4,Terra:1,Erlang:99,QML:21,Tcl:46,Groovy:283,Nim:12,Nextflow:19,TeX:906,JavaScript:41380,Elm:140,Mathematica:22,Nix:126,Processing:95,XML:4,HLSL:6,Propeller Spin:4,GLSL:38,F#:78,SMT:4,Smalltalk:12,Rust:940,SourcePawn:46,Yacc:12,C#:4262,LabVIEW:6,SaltStack:10,Frege:4,Perl 6:14,ShaderLab:13,Jupyter Notebook:8464,Stata:3,ApacheConf:45,Vala:2,Cuda:91,M4:4,Makefile:440,Solidity:57,q:2,RPC:5,Brainfuck:5,Rich Text Format:14,Roff:42,Shell:4992,Jsonnet:16,Lex:9,Vue:743,Perl:266,MATLAB:871,CSS:6074,GAMS:8,LilyPond:6,SAS:4,PureScript:6,WebAssembly:27,Arduino:157,API Blueprint:4,Arc:1,OCaml:221,Lasso:1,AGS Script:2,VHDL:51,HTML:12268,Uno:2,Rascal:3,ASP:110,Awk:2,Scilab:9,RAML:9,CoffeeScript:393,Pascal:66,Puppet:42,Web Ontology Language:2,AspectJ:1,BitBake:6,DM:2,Batchfile:110,Pony:6
SH	SHN	st. helena	50	2500	:1,MATLAB:2,CSS:26,TeX:8,JavaScript:89,Jupyter Notebook:8,C:8,PowerShell:2,C#:52,Haskell:2,Java:59,C++:14,Go:7,Elixir:2,Python:75,Hack:2,Rust:2,CoffeeScript:2,Dockerfile:4,Ruby:20,R:8,Swift:16,Shell:3,XSLT:4,HTML:56,TypeScript:9,Erlang:2,Vue:12,Batchfile:2,PHP:68
SI	SVN	slovenia	2278	275109	:196,ABAP:2,YARA:4,Vim script:75,LabVIEW:2,NSIS:4,Common Lisp:10,ColdFusion:4,Crystal:8,D:16,GDScript:7,Scala:67,C++:1108,Go:821,Yacc:3,KiCad Layout:8,Hack:8,Clojure:69,CMake:21,XSLT:33,Elm:34,OCaml:23,PLpgSQL:4,Erlang:21,QML:15,Nginx:6,CartoCSS:1,Groovy:26,Pascal:66,Nim:27,AutoHotkey:3,GDB:2,JavaScript:5417,Lua:75,Mathematica:16,Nix:67,Liquid:2,Fortran:6,Lean:6,Haxe:1,Processing:12,Game Maker Language:3,Visual Basic:16,Coq:12,Java:1963,GLSL:2,Dart:75,PowerShell:53,VCL:1,Smalltalk:9,Swift:376,ApacheConf:10,Perl:54,ASP:19,SaltStack:4,IDL:2,Gosu:4,Perl 6:2,ShaderLab:8,Objective-C:306,Smarty:25,Jupyter Notebook:269,Scheme:6,Scilab:2,Standard ML:14,C#:1194,Agda:2,Vala:8,Cuda:10,TeX:195,Meson:4,Makefile:72,Solidity:1,MoonScript:12,Python:3466,LilyPond:2,Elixir:100,Verilog:26,Ruby:763,R:241,Shell:805,ActionScript:7,Eagle:4,Vue:107,PHP:1672,MATLAB:85,CSS:1004,ANTLR:1,Julia:25,Prolog:3,SystemVerilog:22,VHDL:8,HCL:14,Objective-C++:6,Kit:4,PureBasic:2,C:830,Emacs Lisp:31,API Blueprint:1,SQLPL:8,AGS Script:2,Haskell:81,WebAssembly:2,F#:11,HTML:1487,Assembly:24,FreeMarker:4,Red:2,Kotlin:137,OpenSCAD:2,TSQL:9,Rust:108,CoffeeScript:87,Dockerfile:122,Puppet:5,GAP:8,PLSQL:12,TypeScript:756,Arduino:60,Modula-3:2,SuperCollider:1,PostScript:5,Batchfile:17
SJ	SJM	svalbard & jan mayen	8	164	Roff:2,C:1,Makefile:2,TypeScript:2,JavaScript:2,C++:3,HTML:2,PHP:8
SK	SVK	slovakia	2881	318596	:270,ABAP:11,Vim script:102,Haxe:52,NSIS:2,SQF:4,GDScript:44,Scala:150,C++:1583,Go:657,R:92,KiCad Layout:4,Apex:1,Hack:2,Clojure:105,CMake:46,Smali:8,PLpgSQL:16,Groff:5,Elm:28,XSLT:15,Erlang:17,QML:21,Tcl:4,CartoCSS:2,Groovy:46,PureBasic:2,Dockerfile:104,Nextflow:4,Xtend:2,TeX:154,Dart:92,JavaScript:5313,D:27,Nix:6,Liquid:2,Fortran:15,Processing:6,Game Maker Language:12,AngelScript:2,Visual Basic:21,Java:2950,GLSL:2,F#:17,PowerShell:56,AutoHotkey:5,Nginx:2,Stata:2,Swift:234,AutoIt:24,SourcePawn:9,Yacc:4,Perl:79,ApacheConf:10,SaltStack:6,Perl 6:6,Objective-C:248,Smarty:39,Jupyter Notebook:252,Scheme:2,Standard ML:4,XS:2,C#:1060,Agda:4,Gherkin:4,Vala:5,Pawn:16,Cuda:13,M4:2,Makefile:174,Python:2784,Racket:8,Elixir:99,Rich Text Format:3,Ada:1,Ruby:792,Roff:4,Shell:961,Objective-C++:2,ActionScript:7,Eagle:38,Vue:127,RobotFramework:2,Dhall:2,PHP:2796,MATLAB:59,CSS:902,Julia:4,Prolog:1,VHDL:4,HCL:30,SQLPL:3,PureScript:4,C:1287,Emacs Lisp:16,API Blueprint:5,OCaml:8,Haskell:80,DM:2,HTML:1575,Assembly:58,FreeMarker:6,Kotlin:265,OpenSCAD:2,TSQL:24,ASP:6,Awk:2,Rust:144,CoffeeScript:87,Pascal:38,Batchfile:27,Web Ontology Language:3,Lua:137,PLSQL:20,TypeScript:866,Arduino:43,Component Pascal:4,PostScript:3,Puppet:5,BitBake:12
SL	SLE	sierra leone	241	22822	:28,Clojure:5,Vim script:8,SQLPL:2,NSIS:2,ShaderLab:2,Objective-C:20,Xtend:4,Jupyter Notebook:25,ASP:2,Scala:6,C++:123,Go:33,Makefile:5,KiCad Layout:2,Python:240,Elixir:11,CMake:7,Ruby:66,R:23,Shell:59,Java:283,ApacheConf:1,Cool:2,QML:4,Vue:10,Groovy:2,Perl:6,CSS:91,TeX:20,JavaScript:490,HCL:2,Lua:6,C:67,Arduino:4,Fortran:2,VCL:2,Processing:2,Haskell:1,Visual Basic:2,HTML:159,Assembly:7,Dart:12,PowerShell:2,Rebol:2,TSQL:2,PHP:256,CoffeeScript:7,Dockerfile:10,Puppet:18,Swift:8,Rust:2,TypeScript:72,Verilog:8,Kotlin:10,Batchfile:5,C#:45
SM	SMR	san marino	179	22463	:23,Vim script:4,Groff:2,NSIS:2,Pure Data:1,Objective-C:34,Smarty:2,Jupyter Notebook:32,Scheme:2,C#:82,Scala:17,C++:54,Go:68,Makefile:8,Python:240,Clojure:26,CMake:2,Ruby:27,R:24,Shell:60,Java:167,Vue:23,PHP:145,Dockerfile:6,MATLAB:2,CSS:86,TeX:18,JavaScript:271,Lua:3,Mathematica:2,C:87,Arduino:2,OCaml:2,Processing:2,Haskell:2,HTML:111,Assembly:4,PowerShell:8,Nginx:2,Rust:10,CoffeeScript:2,Pascal:4,Batchfile:2,Swift:24,TypeScript:26,Verilog:2,Kotlin:5,Puppet:2,ApacheConf:2
SN	SEN	senegal	408	20277	:35,Vim script:15,ShaderLab:2,Objective-C:16,Jupyter Notebook:99,Stata:4,C#:151,Scala:6,C++:110,MATLAB:2,Makefile:6,Python:490,Hack:6,Elixir:10,Rich Text Format:2,Ruby:234,R:63,Shell:104,XSLT:2,HTML:518,Elm:2,QML:8,Vue:41,Groovy:8,PHP:472,Go:46,Apex:2,CSS:234,TeX:37,JavaScript:932,HCL:2,C:64,Emacs Lisp:5,Fortran:2,Visual Basic:11,Java:552,Dart:43,PowerShell:7,OpenSCAD:2,TSQL:4,Rust:6,CoffeeScript:6,Dockerfile:21,Io:2,Swift:51,PLSQL:2,TypeScript:218,Arduino:1,Kotlin:22,PostScript:4,Batchfile:6
SO	SOM	somalia	69	2660	Go:8,:23,CSS:37,HTML:78,Dart:1,Python:38,JavaScript:138,Objective-C:1,Jupyter Notebook:4,Kotlin:1,C:8,Shell:8,C#:38,TypeScript:2,SourcePawn:2,ActionScript:2,C++:12,Visual Basic:2,Ruby:4,Java:99,PHP:23
SR	SUR	suriname	72	8219	:9,CSS:31,Vim script:2,JavaScript:164,Jupyter Notebook:1,C:4,C#:6,HTML:56,C++:21,Go:1,Dart:2,Kotlin:2,Python:35,PHP:56,Pascal:2,Ruby:4,Shell:20,Java:82,TypeScript:18,QML:10,Vue:8,Component Pascal:2
SS	SSD	south sudan	34	1490	:2,MATLAB:1,CSS:8,JavaScript:84,Jupyter Notebook:4,AutoIt:1,C:4,C#:7,OCaml:1,Visual Basic:1,HTML:25,C++:13,Go:6,PowerShell:2,Python:49,Rust:3,CoffeeScript:8,Ruby:2,Shell:8,Java:10,TypeScript:6,Arduino:2,Kotlin:4,Vue:2,PHP:57
ST	STP	são tomé & príncipe	237	42442	:20,TLA:2,Vim script:13,Perl 6:2,Objective-C:34,Jupyter Notebook:2,C#:129,Smali:2,Pawn:2,Scala:34,C++:100,Go:82,Makefile:16,MoonScript:2,Python:202,RPC:2,Clojure:2,Ruby:44,Shell:62,PLpgSQL:7,Java:141,Elm:4,Erlang:10,QML:11,Vue:10,Common Lisp:2,Perl:27,GLSL:1,CSS:94,TeX:1,Dart:32,JavaScript:654,Lua:18,PureScript:2,C:107,Emacs Lisp:6,Haskell:10,VHDL:6,HTML:198,Assembly:3,F#:4,PHP:286,CoffeeScript:7,Dockerfile:9,Swift:36,Rust:2,TypeScript:46,Arduino:2,Kotlin:6,Batchfile:2,ApacheConf:2
SV	SLV	el salvador	1130	96358	:81,SaltStack:1,Vim script:26,Objective-C:90,Smarty:6,Jupyter Notebook:53,Scheme:8,Papyrus:2,C#:513,Pascal:4,Vala:3,Elm:70,Scala:22,C++:381,Go:77,Makefile:37,xBase:3,Idris:4,Python:774,Hack:8,Racket:2,QMake:2,Ruby:329,R:25,Shell:178,PLpgSQL:6,Java:1765,Lex:2,ApacheConf:5,Eagle:10,Erlang:8,QML:6,Vue:74,Groovy:10,Perl:20,MATLAB:12,CSS:742,TeX:18,Clojure:28,F#:7,JavaScript:3317,HCL:6,Lua:16,PureScript:4,AutoIt:2,C:126,Arduino:18,SQLPL:6,Processing:4,Haskell:14,M:2,Visual Basic:29,HTML:1309,Assembly:16,Dart:77,PowerShell:61,Uno:1,TSQL:13,Emacs Lisp:21,Tcl:8,PHP:972,CoffeeScript:17,Dockerfile:23,Puppet:2,Elixir:8,Swift:230,PLSQL:11,Rust:11,TypeScript:343,XSLT:2,Yacc:4,Kotlin:297,GCC Machine Description:2,Batchfile:6,ASP:17
SX	SXM	sint maarten	20	1305	:6,Shell:7,CSS:4,HTML:6,TypeScript:2,C#:4,JavaScript:18,C++:12,Java:10,Dockerfile:10,PHP:20
SY	SYR	syria	452	20999	:71,ABAP:4,Vim script:3,OCaml:2,ShaderLab:2,Objective-C:9,Jupyter Notebook:58,C#:167,Perl:6,C++:138,Go:17,Roff:1,Makefile:10,Python:243,Hack:2,Racket:2,LiveScript:2,Ruby:77,R:13,Shell:88,PLpgSQL:4,Java:462,D:4,Eagle:4,QML:2,Tcl:5,PHP:282,GLSL:1,MATLAB:27,CSS:159,TeX:11,Prolog:10,JavaScript:730,Lua:19,Objective-C++:2,C:86,SQLPL:2,Processing:1,Elm:2,Visual Basic:2,HTML:264,Assembly:2,Dart:6,PowerShell:3,TSQL:2,Vue:21,Rust:4,CoffeeScript:9,Pascal:23,CLIPS:1,Swift:24,PLSQL:5,TypeScript:82,Logos:1,Arduino:2,Kotlin:45,PostScript:1,Batchfile:2,ASP:2
SZ	SWZ	eswatini	8	586	Go:2,Dart:1,CSS:2,HTML:6,:1,Dockerfile:2,Python:15,JavaScript:15,R:2,CMake:1,C:3,C#:2,TypeScript:1,Kotlin:8,Vue:10,Java:8
TA	TDCU	tristan da cunha	121	6121	:9,Dockerfile:3,CSS:28,Vim script:12,TeX:2,Dart:2,HCL:8,JavaScript:259,Objective-C:22,Lua:3,Jupyter Notebook:20,ShaderLab:3,C:43,CMake:4,C#:91,Haskell:2,Java:114,C++:50,Go:31,F#:2,Julia:2,PowerShell:4,Python:150,Elm:2,Scala:6,Clojure:2,Pascal:2,Ruby:10,Nim:1,Swift:16,Shell:17,HTML:72,TypeScript:54,ApacheConf:1,Arduino:2,Kotlin:3,Vue:6,Batchfile:4,Rust:10,PHP:65
TC	TCA	turks & caicos islands	198	15068	:16,UnrealScript:2,CSS:87,Vim script:2,TeX:13,QML:1,Mathematica:2,JavaScript:562,Objective-C:12,Lua:2,Ballerina:2,Jupyter Notebook:36,C:25,Liquid:2,C#:33,XML:1,Haskell:2,HTML:201,C++:51,Go:83,Dart:4,Makefile:2,PowerShell:2,Smarty:2,Python:141,Hack:2,Rust:2,CoffeeScript:5,Dockerfile:12,Ruby:31,R:2,Swift:4,Shell:73,Assembly:2,XSLT:1,Java:421,TypeScript:166,Roff:2,Kotlin:8,Vue:13,Batchfile:2,Groovy:5,PHP:151
TD	TCD	chad	416	22409	:45,Vim script:16,SQLPL:4,NSIS:2,Bro:2,Perl 6:2,PHP:215,Objective-C:12,Smarty:2,Jupyter Notebook:100,Handlebars:2,C#:124,Gnuplot:2,Scala:2,C++:156,Go:87,Roff:2,Makefile:10,Python:519,Pascal:24,Elixir:20,COBOL:1,CMake:4,Ruby:67,R:63,GLSL:4,Shell:165,PLpgSQL:12,HTML:306,XSLT:2,Erlang:6,Vue:30,Groovy:9,Perl:28,Pure Data:2,MATLAB:78,CSS:203,TeX:21,Prolog:2,JavaScript:861,HCL:2,Lua:5,SAS:1,DIGITAL Command Language:2,Nim:2,C:199,Fortran:6,OCaml:30,Processing:4,Haskell:8,Visual Basic:2,Coq:10,Java:334,Assembly:10,PowerShell:8,Rust:14,RAML:2,CoffeeScript:7,Dockerfile:5,Puppet:3,Swift:182,PLSQL:1,TypeScript:101,Arduino:8,Kotlin:5,Batchfile:2,ASP:3
TF	ATF	french southern territories	33	1573	MATLAB:6,CSS:12,TeX:12,Perl 6:2,VHDL:2,Objective-C:4,D:2,Jupyter Notebook:4,C:36,C#:9,Perl:2,Java:38,C++:30,Assembly:2,Makefile:4,Python:31,Ruby:4,R:2,Shell:4,XSLT:4,HTML:20,TypeScript:8,JavaScript:46,PLSQL:2,Kotlin:1,Vue:4,CLIPS:2,PHP:6
TG	TGO	togo	96	4629	:11,CSS:52,Vim script:4,TeX:6,JavaScript:182,Jupyter Notebook:6,C:4,C#:48,HTML:77,C++:11,Go:2,Dart:50,Makefile:1,GCC Machine Description:4,Python:89,Hack:2,Rust:1,Dockerfile:2,Ruby:2,R:16,Shell:10,XSLT:2,Java:88,TypeScript:30,Kotlin:2,Vue:9,PHP:94
TH	THA	thailand	7810	791087	:552,Vim script:315,LabVIEW:4,C#:3575,Rich Text Format:18,MQL4:16,Stan:3,Crystal:26,Eagle:25,GDScript:11,Scala:475,Haxe:5,Go:3490,OpenSCAD:6,Max:4,Hack:36,Clojure:229,PLpgSQL:35,D:4,nesC:2,Nginx:49,PureBasic:8,Thrift:2,AutoHotkey:20,Brainfuck:3,NewLisp:3,Lex:4,Fortran:8,Handlebars:2,Bison:6,Graphviz (DOT):2,Java:9446,Dart:618,NCL:4,PowerShell:147,Game Maker Language:6,OpenEdge ABL:4,Swift:1868,AutoIt:12,Kotlin:1353,IDL:4,MQL5:15,Objective-C:1183,Xtend:6,Scheme:12,Inno Setup:9,Standard ML:2,Xojo:4,GCC Machine Description:2,Python:9723,Racket:2,Assembly:139,Ruby:3037,R:338,ActionScript:34,Gherkin:6,RobotFramework:60,PHP:6325,Apex:8,Julia:36,Prolog:18,SystemVerilog:6,VHDL:28,HCL:86,Objective-C++:14,Objective-J:6,C:2452,Emacs Lisp:88,MAXScript:4,Haskell:125,Protocol Buffer:3,Groff:10,Visual Basic:169,AngelScript:1,Rebol:3,sed:1,TSQL:54,ChucK:1,KiCad Layout:4,Dockerfile:607,PLSQL:20,Dylan:1,Logos:40,Verilog:46,IGOR Pro:2,SuperCollider:3,PostScript:2,Puppet:22,ABAP:16,YARA:2,SQLPL:4,Common Lisp:12,LSL:2,ColdFusion:1,CMake:59,Gnuplot:2,Csound Document:1,C++:3615,SQF:20,NetLogo:2,mcfunction:2,Smali:10,AppleScript:16,XSLT:34,FreeMarker:10,Ren&#39;Py:10,Coq:8,Gettext Catalog:5,QML:7,Tcl:16,Groovy:122,Nim:4,Nextflow:10,Smarty:82,TeX:259,JavaScript:25699,Elm:105,Mathematica:19,Nix:30,Processing:20,DIGITAL Command Language:13,Erlang:33,Markdown:2,GLSL:9,F#:72,Smalltalk:2,Yacc:4,ASP:42,SaltStack:6,Perl 6:7,ShaderLab:15,Jupyter Notebook:2049,Stata:4,ApacheConf:46,Vala:6,Jolie:4,Cuda:12,M4:12,Makefile:176,Solidity:5,Web Ontology Language:6,Elixir:375,LiveScript:2,Roff:40,Shell:2698,Jsonnet:7,Shen:12,Vue:1005,Perl:136,MATLAB:148,CSS:3542,TypeScript:3722,SAS:2,PureScript:22,WebAssembly:4,Arduino:209,API Blueprint:15,OCaml:68,Lasso:2,AGS Script:1,HTML:6726,Rascal:4,Awk:2,Rust:254,CoffeeScript:206,Pascal:37,CLIPS:1,Pony:2,Lua:266,Nu:2,POV-Ray SDL:4,AMPL:2,Batchfile:73,BitBake:24
TJ	TJK	tajikistan	508	46483	:68,Clojure:2,Vim script:8,Haxe:2,Objective-C:28,Jupyter Notebook:127,Lean:2,C#:137,XML:2,Ada:2,Perl:4,Scala:54,C++:216,Go:28,Roff:2,Makefile:10,SQF:6,Python:505,Pascal:2,Racket:2,Elixir:4,1C Enterprise:1,CMake:4,Ruby:177,R:18,Shell:109,XSLT:2,HTML:406,Elm:18,ActionScript:2,Eagle:2,Erlang:4,GCC Machine Description:2,Vue:27,Common Lisp:2,Groovy:4,PHP:392,MATLAB:25,CSS:223,TeX:26,Prolog:4,JavaScript:1095,Lua:14,SuperCollider:2,C:126,Verilog:1,Fortran:8,Scheme:2,SQLPL:4,Processing:6,Haskell:7,VHDL:3,WebAssembly:2,Visual Basic:1,Java:600,Assembly:2,Dart:9,Julia:2,PowerShell:10,Rust:2,CoffeeScript:7,Dockerfile:14,Swift:20,GAP:2,TypeScript:147,Arduino:2,Kotlin:15,Batchfile:4,ApacheConf:10
TK	TKL	tokelau	8	85	:3,CSS:3,Python:12,JavaScript:18,Jupyter Notebook:1,Dockerfile:4,Ruby:2,R:4,Shell:2,HTML:9,Java:8,PHP:2
TL	TLS	timor leste	15	1524	Go:2,:3,CSS:6,Vim script:2,HTML:14,Python:74,JavaScript:28,PHP:2,C:2,Shell:2,C#:4,C++:2,Java:10,Haxe:2
TM	TKM	turkmenistan	89	9785	:3,MATLAB:6,CSS:30,TeX:4,Prolog:4,JavaScript:157,Objective-C:6,Apex:4,Jupyter Notebook:4,C:35,C#:34,Perl:4,ASP:1,Java:72,C++:26,Go:6,Dart:2,PowerShell:2,Python:97,Clojure:1,COBOL:1,Dockerfile:2,Ruby:53,R:6,Swift:44,Shell:66,HTML:63,TypeScript:23,Erlang:4,PHP:48,Vue:2,ApacheConf:4
