Code1 	 Code2 	 Name 	 #Developers 	 #Commits 	 #Languages
TN	TUN	tunisia	1914	114093	:151,PigLatin:1,Vim script:28,Ring:4,Dockerfile:71,ColdFusion:2,Crystal:1,Gnuplot:2,Scala:54,C++:495,Go:174,R:79,KiCad Layout:1,Hack:24,Clojure:10,CMake:8,Smali:2,PLpgSQL:7,HTML:1713,Elm:2,XSLT:10,PicoLisp:2,QML:7,Nginx:4,Groovy:11,PureBasic:1,Nim:2,TeX:60,Dart:199,JavaScript:4911,Lua:21,Nix:3,Fortran:4,VCL:1,Processing:4,XML:2,Visual Basic:54,Java:2757,GLSL:1,F#:22,PowerShell:60,Smalltalk:1,OpenEdge ABL:1,Swift:137,SourcePawn:2,Perl:32,ASP:5,ShaderLab:2,Objective-C:115,Smarty:6,Jupyter Notebook:356,Stata:1,C#:782,Vala:2,Cuda:2,M4:4,UnrealScript:2,Makefile:33,Solidity:2,Python:1825,Elixir:22,Rich Text Format:2,Ruby:298,Roff:4,Shell:492,Lex:2,ActionScript:16,Vue:97,PHP:1780,MATLAB:42,CSS:1014,Julia:4,Prolog:2,VHDL:7,HCL:17,Arduino:13,C:451,Emacs Lisp:8,API Blueprint:1,OCaml:2,Lasso:1,Haskell:23,Groff:4,Assembly:14,Kotlin:158,TSQL:3,Rust:58,DIGITAL Command Language:2,CoffeeScript:19,Pascal:19,Batchfile:25,Web Ontology Language:2,PLSQL:16,TypeScript:1203,Verilog:3,Puppet:5
TO	TON	tonga	8	798	Shell:8,CSS:6,Dockerfile:2,TypeScript:2,Python:34,JavaScript:12,HTML:10
TR	TUR	turkey	14530	1061281	:1549,Elixir:92,Vim script:310,Haxe:26,PigLatin:2,C#:11632,MQL4:9,Stan:1,Crystal:68,COBOL:1,Mako:4,GDScript:39,Scala:448,SRecode Template:2,Go:2268,OpenSCAD:13,KiCad Layout:3,Logos:18,QMake:5,PLpgSQL:36,Elm:21,nesC:5,Nginx:28,PureBasic:11,AutoHotkey:24,GDB:2,NewLisp:2,Lua:350,Fortran:18,Limbo:2,Eagle:41,Visual Basic:138,Java:18327,Dart:748,NCL:2,PowerShell:314,Game Maker Language:8,OpenEdge ABL:4,Swift:3461,AutoIt:12,PHP:9199,XML:6,Mirah:1,IDL:14,CWeb:2,Xtend:4,F*:2,Scheme:49,Inno Setup:2,Agda:4,Pawn:18,GCC Machine Description:2,UnrealScript:2,Idris:2,Python:15820,Racket:60,Ruby:2322,R:500,VHDL:57,ActionScript:29,Gherkin:5,RobotFramework:10,P4:6,Apex:10,Julia:115,Prolog:39,SystemVerilog:48,M:5,HCL:93,Objective-C++:21,C:4514,Emacs Lisp:61,MAXScript:2,Haskell:199,Protocol Buffer:2,Groff:24,Assembly:342,Red:8,Kotlin:1338,Rebol:8,sed:4,TSQL:52,Pony:2,JSON:1,Dockerfile:419,GAP:6,PLSQL:21,TypeScript:2948,Hack:27,SQL:4,SuperCollider:2,PostScript:15,CLIPS:2,ABAP:26,YARA:2,Clojure:118,SQLPL:29,NSIS:9,Common Lisp:31,ColdFusion:1,Zephir:2,C++:6256,SQF:22,NetLogo:2,CMake:87,Smali:22,AppleScript:18,XSLT:44,FreeMarker:1,Ren&#39;Py:4,Coq:7,Erlang:39,QML:47,Tcl:19,Objective-C:1377,Groovy:85,EmberScript:2,Nim:14,Nextflow:12,Smarty:82,TeX:391,JavaScript:26668,D:40,Mathematica:10,Nix:14,Processing:57,DIGITAL Command Language:12,HLSL:3,Batchfile:76,Gettext Catalog:3,GLSL:15,F#:24,SMT:4,Smalltalk:11,Rust:300,SourcePawn:52,Yacc:31,ASP:151,SaltStack:6,Perl 6:4,ShaderLab:42,Jupyter Notebook:2867,Stata:2,ApacheConf:8,Vala:29,Cuda:59,M4:2,Makefile:510,Solidity:10,RPC:2,Brainfuck:6,Rich Text Format:14,Roff:43,Shell:2880,Terra:2,Lex:10,Vue:759,Perl:192,MATLAB:601,CSS:4700,GAMS:4,SAS:1,Arduino:154,PureScript:10,WebAssembly:6,Verilog:97,API Blueprint:2,OCaml:4,Lasso:2,AGS Script:9,HTML:8523,Awk:6,Scilab:2,CoffeeScript:157,Pascal:304,Puppet:14,Web Ontology Language:7,Component Pascal:8,DM:1,LLVM:2,BitBake:8
TT	TTO	trinidad & tobago	84	4705	:13,MATLAB:4,CSS:14,TeX:2,JavaScript:210,Objective-C:2,Jupyter Notebook:16,C:14,C#:30,Haskell:2,Perl:1,Scala:6,C++:22,Go:6,Julia:4,HTML:60,Python:78,Rust:2,CMake:4,Ruby:8,R:3,Swift:2,Shell:16,XSLT:2,Java:119,TypeScript:34,Arduino:4,Kotlin:4,PHP:28
TV	TUV	tuvalu	57	2562	:7,Go:2,MATLAB:6,CSS:22,JavaScript:81,Objective-C:1,Jupyter Notebook:2,C:18,C#:55,Java:111,C++:24,Assembly:2,Dart:2,Makefile:2,Python:27,Pascal:1,Scala:1,CoffeeScript:2,Dockerfile:3,Ruby:3,R:27,Swift:1,Shell:8,HTML:51,TypeScript:19,Vue:2,PHP:36
TW	TWN	taiwan	16883	2571013	:960,Vim script:2126,LabVIEW:14,ABAP:4,C#:7642,LiveScript:160,Handlebars:2,wdl:4,Crystal:101,COBOL:1,XML:2,GDScript:26,Scala:758,Haxe:26,Go:6008,Scilab:14,Max:20,Hack:15,Clojure:133,PLpgSQL:53,D:14,nesC:4,Nginx:57,CartoCSS:3,PureBasic:11,XS:4,Thrift:22,AutoHotkey:54,xBase:2,GDB:2,Lua:581,Pony:1,Fortran:69,VCL:4,Gherkin:2,Visual Basic:239,Java:16611,Dart:626,Forth:16,PowerShell:445,Game Maker Language:9,OpenEdge ABL:26,Swift:4964,AutoIt:19,G-code:2,Brainfuck:6,PHP:8049,Mask:1,IDL:11,MQL5:2,XQuery:4,Objective-C:3695,Smarty:151,Scheme:38,Inno Setup:5,Standard ML:18,Rebol:7,Agda:20,GCC Machine Description:175,Metal:2,Idris:2,Python:32056,Racket:75,Ruby:7036,R:1330,Puppet:19,VHDL:55,ActionScript:191,Eagle:50,SRecode Template:8,RobotFramework:14,P4:20,Pure Data:2,Apex:8,ANTLR:9,Julia:121,Prolog:21,SystemVerilog:40,M:3,HCL:106,Objective-C++:47,Objective-J:2,C:10907,Emacs Lisp:292,MAXScript:6,Haskell:279,Protocol Buffer:19,Groff:24,Assembly:354,Kotlin:1306,OpenSCAD:16,TSQL:47,KiCad Layout:11,Dockerfile:1298,Factor:6,PLSQL:20,TypeScript:3765,Logos:35,Verilog:358,IGOR Pro:8,PostScript:44,CLIPS:4,PigLatin:6,YARA:2,QMake:11,SQLPL:29,NSIS:8,Common Lisp:61,LSL:2,Mercury:4,CMake:333,Gnuplot:4,Zephir:4,C++:12897,SQF:11,NetLogo:3,Bluespec:1,mcfunction:4,Smali:8,AppleScript:13,XSLT:53,FreeMarker:9,Ren&#39;Py:8,Coq:24,Erlang:146,QML:87,Tcl:78,Terra:2,Groovy:184,EmberScript:5,Nextflow:2,TeX:814,JavaScript:44056,Elm:49,Mathematica:39,Nix:24,mupad:1,Processing:146,DIGITAL Command Language:29,HLSL:4,Markdown:2,GLSL:41,F#:7,SMT:4,Smalltalk:13,Io:8,SourcePawn:30,Yacc:73,ASP:91,SaltStack:10,Gosu:2,E:1,Perl 6:31,ShaderLab:32,Jupyter Notebook:7616,Stata:20,ApacheConf:19,LOLCODE:2,Vala:18,Ada:2,Cuda:117,M4:10,Makefile:1088,Solidity:10,q:4,LLVM:17,Elixir:199,Rich Text Format:14,Roff:56,Shell:7016,YASnippet:1,Jsonnet:25,Lex:47,Vue:2093,Perl:499,MATLAB:807,CSS:7827,LilyPond:4,SAS:8,Kit:2,PureScript:22,WebAssembly:3,Arduino:400,REXX:1,API Blueprint:21,OCaml:90,AGS Script:6,DTrace:4,HTML:16919,AMPL:2,Rascal:2,Liquid:2,Awk:9,Rust:687,RAML:4,CoffeeScript:442,Pascal:104,Batchfile:245,Web Ontology Language:4,AspectJ:2,BitBake:15,RPC:2,Component Pascal:5
TZ	TZA	tanzania	672	47381	:90,Elixir:2,Vim script:11,Zig:10,PureBasic:1,Objective-C:44,Jupyter Notebook:246,MQL4:2,C#:124,Ruby:56,Scala:4,C++:127,Go:110,Roff:2,Makefile:12,Python:654,q:4,Clojure:2,CMake:2,Smali:1,R:73,Shell:112,PLpgSQL:5,Java:831,VHDL:2,ActionScript:2,Erlang:2,QML:2,Vue:27,PHP:833,MATLAB:2,CSS:412,TeX:6,JavaScript:1534,HCL:2,Lua:7,Kotlin:37,C:65,API Blueprint:1,SQLPL:2,OpenSCAD:3,Visual Basic:6,HTML:688,Assembly:2,Dart:106,PowerShell:12,Rebol:1,TSQL:3,Tcl:1,Rust:8,CoffeeScript:4,Dockerfile:10,Swift:64,PLSQL:1,TypeScript:273,Arduino:1,OCaml:1,Perl:8,Brightscript:6
UA	UKR	ukraine	47954	4304665	:3629,Vim script:1785,Ballerina:2,PigLatin:4,UrWeb:12,Handlebars:5,Stan:2,Crystal:189,COBOL:2,DIGITAL Command Language:33,GDB:1,TLA:2,GDScript:105,Oxygene:1,BlitzBasic:2,Scala:2682,Haxe:151,Go:9290,Scilab:12,Parrot:1,KiCad Layout:45,Hack:73,QMake:19,PLpgSQL:150,DataWeave:6,D:238,PicoLisp:8,Nginx:118,CartoCSS:2,ObjectScript:2,REALbasic:11,Graphviz (DOT):2,XS:5,AutoHotkey:62,F#:329,Ceylon:4,NewLisp:10,Inform 7:2,Lua:1388,P4:1,Hy:2,Liquid:48,Fortran:176,MQL4:3,VCL:9,Eagle:133,Squirrel:8,Visual Basic:323,SQL:7,Java:55162,Dart:979,NCL:4,PowerShell:1485,Game Maker Language:7,Eiffel:5,Alloy:2,Glyph:2,LLVM:16,OpenEdge ABL:38,Swift:9599,KRL:6,AutoIt:35,G-code:13,Brainfuck:10,Kotlin:3498,Nearley:2,IDL:44,MQL5:13,XQuery:9,Objective-C:5626,Smarty:287,F*:2,Scheme:119,Inno Setup:15,Standard ML:20,Smalltalk:30,Agda:26,Zeek:2,Pawn:18,GCC Machine Description:40,UnrealScript:6,Idris:16,Python:47343,Racket:118,Ada:41,Ruby:21003,R:2667,Nemerle:6,M:10,ActionScript:311,Gherkin:32,RobotFramework:59,PHP:37001,Pure Data:11,Apex:160,ANTLR:10,Julia:280,Prolog:66,SystemVerilog:35,VHDL:114,HCL:574,Objective-C++:92,Objective-J:13,C:14266,Emacs Lisp:816,SMT:2,PureScript:34,MAXScript:14,Haskell:1063,Protocol Buffer:16,Groff:27,Assembly:573,ATS:25,Red:6,OpenSCAD:95,sed:2,TSQL:125,ChucK:2,Max:22,JSON:2,Dockerfile:1517,Factor:2,GAP:32,PLSQL:104,LiveScript:7,TypeScript:15313,Logos:21,Verilog:135,ZenScript:2,SuperCollider:21,PostScript:22,Puppet:209,Brightscript:12,ABAP:41,YARA:5,Clojure:1305,Common Workflow Language:2,SQLPL:102,NSIS:17,Rebol:6,Common Lisp:410,Propeller Spin:7,LSL:2,ColdFusion:43,Mercury:7,Gnuplot:2,Zephir:2,Modula-2:6,Limbo:2,C++:19839,Augeas:4,NetLinx:4,SQF:58,NetLogo:12,Frege:1,Bluespec:4,CMake:328,Smali:24,AppleScript:46,XSLT:191,FreeMarker:32,Ren&#39;Py:13,Coq:34,Erlang:698,QML:145,Tcl:86,Groovy:964,EmberScript:2,Nim:185,Nextflow:9,Xtend:2,Ragel:2,TeX:1106,AngelScript:3,JavaScript:115419,Elm:135,Mathematica:95,ZIL:4,Nix:125,Lean:2,Zig:4,Processing:186,XML:25,HLSL:4,nesC:9,Markdown:4,GLSL:54,Monkey:4,MoonScript:4,Stata:31,Xojo:20,Io:7,HiveQL:2,SourcePawn:78,Yacc:23,Ragel in Ruby Host:4,PureBasic:19,Cirru:4,C#:22419,LabVIEW:17,SaltStack:102,Mako:9,Gosu:4,Bro:6,Perl 6:83,ShaderLab:64,Jupyter Notebook:7140,eC:4,Papyrus:29,ApacheConf:105,Vala:28,Gettext Catalog:6,Isabelle:2,Cuda:91,M4:29,Meson:6,Makefile:1295,Solidity:16,Component Pascal:15,q:2,RPC:5,Elixir:1249,Rich Text Format:37,1C Enterprise:74,E:2,Roff:145,Shell:11905,YASnippet:2,Jsonnet:18,Lex:8,Clarion:6,Vue:2722,Dhall:2,Perl:1537,MATLAB:1028,CSS:24226,GAMS:24,Forth:5,LilyPond:18,SAS:41,Modelica:3,WebAssembly:39,Arduino:660,REXX:2,API Blueprint:29,Arc:3,OCaml:191,Lasso:6,AGS Script:25,HTML:38126,Uno:2,Rascal:11,FLUX:2,ASP:190,Awk:30,Pony:2,Rust:1882,RAML:31,CoffeeScript:1112,Pascal:408,CLIPS:3,Web Ontology Language:12,AspectJ:4,APL:8,POV-Ray SDL:4,AMPL:8,DM:15,Batchfile:331,Pep8:2,BitBake:65
UG	UGA	uganda	1438	200608	:98,Clojure:25,Vim script:12,SQLPL:4,MQL5:4,Nim:2,PHP:1503,Objective-C:58,Smarty:9,Jupyter Notebook:370,Scheme:2,SMT:2,Objective-C++:1,Processing:2,C#:204,DIGITAL Command Language:2,Vala:2,Elm:2,Scala:39,C++:190,Go:277,Roff:8,Makefile:14,Swift:79,Python:3131,Hack:12,Racket:7,Elixir:72,Grammatical Framework:3,CMake:6,Ruby:513,R:163,Shell:268,XSLT:4,HTML:1980,FreeMarker:4,PLpgSQL:6,Erlang:4,QML:3,Vue:96,CartoCSS:2,Groovy:14,Perl:10,GLSL:1,MATLAB:10,CSS:806,TeX:118,JavaScript:4275,HCL:16,Lua:2,Nextflow:8,Stata:2,C:185,Verilog:1,MQL4:14,OCaml:4,Eagle:2,Haskell:86,Visual Basic:14,Java:2112,Assembly:6,Dart:112,PowerShell:10,Uno:2,TSQL:13,Emacs Lisp:2,DM:12,Common Lisp:2,Rust:38,CoffeeScript:30,Dockerfile:26,OpenEdge ABL:2,Pascal:2,Idris:4,TypeScript:512,Arduino:2,ColdFusion:2,Kotlin:197,PostScript:2,Batchfile:9,ASP:5
UM	UMI	u.s. outlying islands	755	49484	:92,Vim script:13,Haxe:2,NSIS:2,ShaderLab:5,Objective-C:65,Smarty:3,Jupyter Notebook:74,Scheme:2,Crystal:1,ASP:9,Cuda:2,Squirrel:2,IDL:2,Perl:1,Pawn:4,Scala:4,C++:297,Go:63,TSQL:4,Makefile:10,D:2,Tcl:2,Python:603,Hack:2,Racket:2,Rich Text Format:5,CMake:4,Ruby:116,R:24,Shell:136,PLpgSQL:2,Java:825,Smalltalk:2,M:3,ActionScript:2,Eagle:5,M4:2,Nginx:4,Common Lisp:8,Groovy:4,PHP:852,Dockerfile:13,MATLAB:23,CSS:260,AppleScript:2,AutoHotkey:2,Prolog:6,JavaScript:1280,Lua:42,Mathematica:2,C:180,Verilog:1,Processing:4,Haskell:4,ApacheConf:1,Visual Basic:7,HTML:443,Assembly:14,Dart:89,Julia:2,PowerShell:9,Logos:4,TeX:20,Emacs Lisp:2,Vue:18,Rust:7,RAML:2,CoffeeScript:6,Pascal:8,Swift:106,PLSQL:2,TypeScript:128,SourcePawn:4,Arduino:25,Kotlin:61,Batchfile:2,C#:600
US	USA	united states	799384	120235750	:55905,Vim script:55413,LabVIEW:738,BitBake:565,Processing:9159,Stan:203,Mako:82,GDScript:1667,HLSL:162,Scala:50882,Haxe:1919,Go:254998,Genshi:26,Hack:1062,Clojure:34230,DataWeave:19,Zeek:45,nesC:277,Pike:26,CartoCSS:218,ObjectScript:32,REALbasic:34,AutoHotkey:2093,Brainfuck:221,Ceylon:116,ECL:62,MQL4:118,Gherkin:464,XProc:14,Dart:15097,Forth:314,Glyph:82,Turing:22,Alloy:78,LLVM:531,Swift:157140,P4:140,Mask:10,RenderScript:22,Mirah:14,Volt:16,IDL:607,Augeas:24,XQuery:530,Objective-C:101938,Rouge:10,Inno Setup:146,Smalltalk:820,Gosu:193,Pawn:13,Fancy:4,BlitzMax:18,Oz:8,Racket:5557,R:125227,SystemVerilog:1166,ZAP:30,M:457,Eagle:2757,PHP:278617,Metal:6,Apex:3697,ANTLR:347,Julia:12917,XC:26,VHDL:2757,Objective-C++:1303,Objective-J:199,C:255175,Emacs Lisp:23525,MAXScript:50,DCPU-16 ASM:20,Groff:885,Assembly:12971,ATS:88,OpenSCAD:2280,sed:26,ChucK:218,Max:1437,Factor:64,GAP:283,Logos:971,SQL:80,ZenScript:46,Modula-3:6,PostScript:1807,CLIPS:207,Brightscript:338,ABAP:88,YARA:73,HolyC:4,Ragel:36,Parrot:41,Ring:10,LSL:64,Tea:4,RMarkdown:6,Cap&#39;n Proto:30,Gnuplot:309,LFE:8,Csound Document:46,TI Program:22,C++:361934,TLA:170,Bluespec:68,mcfunction:56,Smali:104,LoomScript:12,GAML:8,Dhall:84,Ren&#39;Py:204,Jasmin:10,Cool:14,QML:1021,Terra:98,Nim:1163,Nextflow:246,TeX:45664,AngelScript:63,JavaScript:2592347,D:1993,LilyPond:513,Red:54,reStructuredText:2,Click:8,XML:391,BlitzBasic:96,GLSL:1319,F#:5584,Self:2,Csound Score:8,SMT:154,Cycript:8,SourcePawn:506,Yacc:859,PureBasic:419,SuperCollider:620,PowerBuilder:2,SaltStack:1962,Perl 6:1362,Jupyter Notebook:296096,Stata:1479,C#:317707,LOLCODE:54,Gettext Catalog:55,Ada:439,Jsonnet:522,M4:385,Meson:44,Makefile:24773,Harbour:9,MoonScript:116,q:40,RPC:105,LiveScript:313,Roff:2533,Shell:271394,Cuda:3428,Lex:202,PogoScript:8,Vue:29374,Clean:12,Perl:30665,F*:20,GAMS:70,Dylan:58,Fantom:38,HyPhy:46,WebAssembly:549,Verilog:4437,REXX:10,API Blueprint:378,SQLPL:1526,Grace:4,Modula-2:8,Dogescript:4,Uno:12,Rascal:54,ASP:5120,Rust:61099,RAML:188,POV-Ray SDL:134,Puppet:7235,AspectJ:50,AMPL:330,DM:391,Chapel:181,APL:36,Limbo:74,Ballerina:130,PigLatin:189,Handlebars:264,wdl:122,Crystal:3160,COBOL:193,Nearley:8,Slash:74,SRecode Template:22,Csound:14,LookML:472,KiCad Layout:1067,Graphviz (DOT):59,QMake:103,PLpgSQL:3970,Elm:7458,PicoLisp:4,Nginx:1174,XS:88,Thrift:118,xBase:72,GDB:67,NewLisp:78,Lua:22975,Hy:60,Liquid:1566,Fortran:7133,VCL:94,Bison:44,Squirrel:410,Visual Basic:7399,Java:705728,NCL:125,PowerShell:41078,Game Maker Language:888,Eiffel:174,OpenEdge ABL:1534,Idris:374,KRL:185,AutoIt:364,G-code:132,Kotlin:27234,V:10,MQL5:42,CWeb:50,Xtend:34,Lean:229,Zephir:4,Standard ML:1243,GCC Machine Description:1209,UnrealScript:132,Shen:16,Ioke:2,Python:1226218,Ruby:612658,Nemerle:16,ooc:4,X10:4,ActionScript:3198,RobotFramework:137,Isabelle:85,Pure Data:333,Prolog:1952,Inform 7:104,HCL:15821,PureScript:2067,Haskell:30859,Protocol Buffer:626,Module Management System:8,ZIL:106,mupad:12,Rebol:373,TSQL:2004,Pony:114,JSON:6,Dockerfile:23893,PLSQL:2006,Moocode:4,TypeScript:221920,Arduino:15460,IGOR Pro:84,Agda:364,Common Workflow Language:248,NSIS:643,Common Lisp:5178,Lasso:180,ColdFusion:3027,Mercury:134,CMake:7112,SQF:475,NetLogo:418,TXL:4,Grammatical Framework:38,AppleScript:1423,XSLT:4736,Erlang:7650,Zimpl:18,Groovy:24399,EmberScript:28,Bro:308,Smarty:6219,Clarion:4,FreeMarker:286,Mathematica:3274,Nix:2471,Scheme:3485,Zig:104,Coq:1411,DIGITAL Command Language:1295,Batchfile:5451,Propeller Spin:202,Markdown:20,Monkey:44,Tcl:1968,Xojo:58,Io:128,J:72,HiveQL:8,Boo:20,Ragel in Ruby Host:10,Cirru:24,YAML:4,MTML:8,JSONiq:30,Frege:58,ShaderLab:1425,Asymptote:8,eC:14,Papyrus:54,ApacheConf:3287,Vala:1008,DTrace:57,Kit:63,Solidity:386,Web Ontology Language:456,Elixir:38422,Rich Text Format:735,1C Enterprise:4,E:71,wisp:6,YASnippet:100,UrWeb:42,MATLAB:39560,CSS:422005,Diff:25,EQ:4,SAS:1300,Modelica:164,Arc:96,OCaml:9202,AGS Script:380,HTML:875451,Awk:437,Scilab:178,CoffeeScript:31991,Pascal:1729,FLUX:33,NetLinx:30,WebIDL:32,Slice:2,Nu:13,Component Pascal:116
UY	URY	uruguay	4705	483028	:562,PigLatin:2,Vim script:258,Haxe:34,NSIS:2,Common Lisp:77,Stan:2,Crystal:4,Squirrel:2,GDScript:10,Elm:8,Scala:175,C++:1397,Go:944,Roff:12,Protocol Buffer:12,SQF:4,Hack:21,Clojure:229,KiCad Layout:8,CMake:14,AppleScript:6,PLpgSQL:16,HTML:4320,D:2,Coq:4,Erlang:25,Nginx:2,Groovy:192,Dockerfile:100,Nextflow:2,Ragel:2,TeX:140,xBase:2,Dart:113,JavaScript:12983,Lua:149,Mathematica:4,Liquid:11,Fortran:12,Processing:27,DIGITAL Command Language:3,Visual Basic:139,Gettext Catalog:4,Java:3588,F#:11,NCL:4,PowerShell:284,XSLT:16,SaltStack:4,Standard ML:1,Smalltalk:34,Swift:576,ApacheConf:15,PHP:2471,ASP:18,Mirah:8,Scilab:6,Modula-2:2,Perl 6:74,ShaderLab:6,Objective-C:448,Smarty:17,Jupyter Notebook:457,Scheme:14,Stata:4,C#:2086,Agda:4,Gherkin:4,Ada:6,Vala:8,Cuda:2,GCC Machine Description:6,Makefile:134,Solidity:6,Idris:4,Python:4091,Racket:8,Elixir:145,Rich Text Format:3,Ruby:3133,R:503,SystemVerilog:4,Shell:1165,Lex:2,ActionScript:71,Eagle:4,Vue:170,Perl:245,Pure Data:4,Apex:72,CSS:1967,ANTLR:2,Julia:54,Prolog:22,XC:2,SAS:12,HCL:29,SQLPL:25,Kit:4,PureScript:8,C:1029,Emacs Lisp:60,API Blueprint:4,OCaml:9,Haskell:233,MATLAB:61,Groff:2,Assembly:45,FreeMarker:4,Kotlin:211,OpenSCAD:16,TSQL:28,Awk:2,Rust:172,CoffeeScript:142,Pascal:28,Batchfile:54,PLSQL:5,TypeScript:1522,Arduino:68,Component Pascal:1,PostScript:8,Puppet:28,BitBake:2
UZ	UZB	uzbekistan	776	50130	:77,YARA:2,SQLPL:2,PHP:1072,Objective-C:28,Smarty:4,Jupyter Notebook:38,Scheme:1,C#:141,DIGITAL Command Language:2,Scala:27,C++:163,Go:110,Roff:3,Makefile:14,Python:477,Pascal:51,Clojure:34,Rich Text Format:2,Ruby:227,R:7,Shell:62,XSLT:2,Java:829,FreeMarker:8,Erlang:8,Nginx:2,Groovy:2,Perl:2,MATLAB:2,CSS:347,TeX:7,Haxe:2,JavaScript:1826,Lua:2,C:115,Emacs Lisp:4,API Blueprint:1,OCaml:12,XML:2,Visual Basic:4,HTML:630,Assembly:1,Dart:10,PowerShell:4,TSQL:2,AutoHotkey:2,Vue:82,Rust:8,CoffeeScript:12,Dockerfile:6,Swift:47,PLSQL:1,TypeScript:214,SourcePawn:18,Kotlin:89,Batchfile:4,ASP:2
VA	VAT	vatican city	1400	124178	:187,Rust:6,Vim script:38,Rich Text Format:5,Objective-C:197,Smarty:6,Apex:3,Jupyter Notebook:174,Lean:2,Inno Setup:2,ColdFusion:1,C#:888,Ruby:334,Pawn:24,Scala:30,C++:575,Go:177,R:80,Makefile:38,Python:957,Hack:8,Clojure:3,Smalltalk:4,Smali:8,Roff:6,Shell:216,XSLT:5,HTML:1282,FreeMarker:2,AMPL:1,PLpgSQL:4,Erlang:7,QML:4,Nginx:4,CartoCSS:6,Groovy:21,Perl:18,Dockerfile:29,MATLAB:13,CSS:714,ANTLR:2,TeX:35,Prolog:2,JavaScript:3620,HCL:6,Lua:27,Objective-C++:6,P4:2,Nix:4,C:254,Arduino:4,SQLPL:2,Eagle:1,Haskell:4,VHDL:2,Visual Basic:13,nesC:2,Java:1887,Assembly:15,Dart:111,PowerShell:39,TSQL:20,Liquid:4,Vue:113,PHP:1597,CoffeeScript:17,Pascal:15,Elixir:10,Swift:324,PLSQL:1,AutoIt:4,TypeScript:351,ApacheConf:5,Kotlin:107,Batchfile:12,ASP:14
VC	VCT	st. vincent & grenadines	7	1009	:2,Assembly:4,TSQL:2,Python:8,JavaScript:27,Objective-C:2,Lua:2,C#:1,C:4,Java:2,TypeScript:10,nesC:8,PHP:12,HTML:2,C++:7
VE	VEN	venezuela	4636	301705	:486,ABAP:3,Vim script:72,Haxe:2,PHP:5239,Common Lisp:4,Crystal:8,DIGITAL Command Language:4,Mako:2,GDScript:37,Scala:75,C++:1409,Go:316,Roff:15,KiCad Layout:2,Hack:15,Clojure:25,CMake:11,PLpgSQL:37,Groff:10,D:2,ApacheConf:15,XSLT:30,Erlang:7,QML:16,Nginx:4,Groovy:55,Pascal:64,Nim:2,TeX:120,xBase:10,Dart:237,JavaScript:10968,Elm:6,Mathematica:6,Fortran:6,VCL:1,Processing:8,XML:4,Visual Basic:74,Java:3134,GLSL:1,F#:3,PowerShell:38,Rascal:2,Tcl:3,Papyrus:3,OpenEdge ABL:3,Swift:352,AutoIt:3,SourcePawn:10,Yacc:5,OCaml:10,Kotlin:162,ASP:10,Gnuplot:2,Perl 6:4,ShaderLab:11,Objective-C:131,Smarty:12,Jupyter Notebook:357,Scheme:7,Inno Setup:2,Standard ML:8,C#:1055,Vala:12,Pawn:6,Cuda:5,AutoHotkey:6,Makefile:64,Solidity:2,Python:3515,Racket:1,Elixir:55,Rich Text Format:8,GAP:2,Ruby:1053,R:285,Shell:792,ActionScript:8,Eagle:1,Vue:546,Perl:61,MATLAB:74,CSS:2871,Prolog:49,VHDL:8,HCL:29,Objective-C++:2,Arduino:38,C:842,Emacs Lisp:35,API Blueprint:3,SQLPL:13,AGS Script:2,Haskell:121,HTML:5285,Assembly:102,ZIL:2,Rebol:1,TSQL:44,Awk:4,Rust:105,CoffeeScript:40,Dockerfile:79,Puppet:2,Lua:108,PLSQL:21,TypeScript:1993,Verilog:24,DM:6,Batchfile:30
VG	VGB	british virgin islands	20	1921	:6,CSS:8,OCaml:2,Python:2,JavaScript:46,Objective-C:24,Lua:4,CMake:1,Ruby:2,C:6,Swift:10,Groovy:1,Java:8,TypeScript:12,C++:2,Vue:6,HTML:12,PHP:6
VI	VIR	u.s. virgin islands	70	2599	:1,Nim:2,CSS:36,JavaScript:251,Lua:4,PHP:80,C:2,C#:27,Haskell:10,Java:121,C++:17,Go:10,Dart:2,Makefile:1,Swift:2,Python:20,Scala:4,Rust:2,Pascal:2,Ruby:14,Clojure:2,Shell:7,XSLT:2,HTML:63,TypeScript:59,Elm:4,Kotlin:5,Vue:2,Perl:2
